"Listing Number","Parcel ID","Short Address","Sold Price","SqFt - Living","Days On Market","SqFt - Total","List Price","Listing Date","Under Contract Date","Sold Date","Cancel Date","Expiration Date","Withdrawn Date","Temp Off Market Date","Subdivision","Under Contract Type","Statistical Listing Entry","Status","Status Change Date","Original List Price","Go Active Date","Expected Closing Date","Fallthrough Date"
"RX-10803740","73414415070000400","2402 Players Court","1550000.00","2129.00","76","3029.00","1650000.00","2022-05-27","2022-08-11","2022-09-30","","","","","EAGLES LANDING OF P B POLO AND COUNTRY CLUB","","N","C","2022-10-03","1650000.00","","2022-09-26",""
"AX-11213863","73414412110001450","10709 Oak Bend Way","490000.00","1540.00","12","2029.00","449000.00","2022-05-28","2022-06-09","2022-07-15","","","","","WELLINGTONS EDGE PAR 76 P","","","C","2022-07-18","449000.00","","2022-07-07",""
"RX-10803951","73414331010000230","15718 Bent Creek Road","630000.00","2014.00","4","2679.00","649500.00","2022-05-28","2022-06-02","2022-06-24","","","","","BINKS FOREST OF THE LANDINGS AT WELLINGTON 3","","N","C","2022-06-24","649500.00","2022-05-29","2022-06-24",""
"RX-10804103","73424407030000070","9037 Alexandra Circle","618000.00","2997.00","115","3778.00","650000.00","2022-05-28","2022-09-20","2022-11-04","","","","","OLYMPIA 1","","N","C","2022-11-11","750000.00","","2022-10-21",""
"RX-10803985","73424407030002080","2245 Balsan Way","735000.00","3662.00","40","4148.00","775000.00","2022-05-28","2022-07-10","2022-08-19","","","","","OLYMPIA","","N","C","2022-08-23","870000.00","2022-05-31","2022-08-25",""
"AX-11213706","00424419090000670","3462 Lago De Talavera","800000.00","3419.00","75","4325.00","850000.00","2022-05-28","2022-08-11","2022-09-14","","","","","TALAVERA","","","C","2022-09-15","917500.00","","2022-09-14",""
"RX-10804229","73414416080000580","13291 Bedford Mews Court","450000.00","1231.00","0","1675.00","450000.00","2022-05-30","2022-05-30","2022-05-30","","","","","BEDFORD MEWS AT WELLINGTON","","N","C","2022-05-30","450000.00","","2022-05-31",""
"RX-10804274","73414413080001420","10784 Pisa Road","925000.00","2592.00","1","3391.00","975000.00","2022-05-30","2022-05-31","2022-06-16","","","","","CASTELLINA","","N","C","2022-06-16","975000.00","","2022-06-15",""
"RX-10804173","73414407020020310","15525 Softwood Court","969900.00","2669.00","7","4654.00","979900.00","2022-05-30","2022-06-06","2022-07-15","","","","","MEADOW WOOD OF THE LANDINGS AT WELLINGTO","","N","C","2022-07-17","979900.00","","2022-07-18",""
"RX-10804422","73414402030050160","1020 Hickory Trail","500000.00","1848.00","0","2649.00","485000.00","2022-05-31","2022-05-31","2022-05-31","","","","","SOUTH SHORE 4 OF WELLINGTON","","N","C","2022-05-31","485000.00","","2022-05-31",""
"RX-10804365","73424418010005270","9875 Shepard Place","790000.00","3096.00","24","3663.00","800000.00","2022-05-31","2022-06-24","2022-08-05","","","","","OLYMPIA","","N","C","2022-08-12","800000.00","","2022-08-05",""
"RX-10805582","73424417050005310","8238 Xanthus Lane","800000.00","2199.00","94","2687.00","825000.00","2022-05-31","2022-09-09","2022-09-15","","","","","VILLAGEWALK OF WELLINGTON 4","","N","C","2022-09-16","825000.00","2022-06-07","2022-09-15",""
"RX-10805797","73414410260000300","1732 Pierside Circle","577000.00","1988.00","23","2419.00","600000.00","2022-06-01","2022-06-24","2022-07-29","","","","","WELLINGTON TR 42B","","N","C","2022-07-29","600000.00","","2022-07-29",""
"RX-10804747","73414404010040220","693 Blueberry Drive","660000.00","2283.00","5","3118.00","629000.00","2022-06-01","2022-06-06","2022-07-07","","","","","SUGAR POND MANOR OF WELLINGTON- FORESTERIA","","N","C","2022-07-07","629000.00","","2022-07-08",""
"RX-10804638","73414403100000160","12306 Sawgrass Court","650000.00","2253.00","37","2925.00","699500.00","2022-06-01","2022-07-09","2022-08-10","","","","","PINEWOOD EAST 2 OF WELLINGTON","","N","C","2022-08-11","769500.00","2022-06-02","2022-08-10",""
"RX-10805384","73424407030002270","2151 Balsan Way","665000.00","3035.00","147","4630.00","699900.00","2022-06-01","2022-11-04","2022-12-02","","","","","OLYMPIA 1","","N","C","2022-12-02","775000.00","","2022-12-02",""
"RX-10805208","73424417020011680","9342 Glidden Court","865000.00","2805.00","2","3462.00","840000.00","2022-06-01","2022-06-03","2022-06-23","","","","","OLYMPIA 2","","N","C","2022-06-25","840000.00","","2022-06-30",""
"RX-10804936","73414403140000940","522 Golden Wood Way","434000.00","1223.00","0","1590.00","439000.00","2022-06-02","2022-06-02","2022-06-22","","","","","TREE TOPS OF WELLINGTON","","N","C","2022-06-22","439000.00","","2022-06-22",""
"RX-10805016","73414409020700020","2598 Yarmouth Drive","472000.00","1544.00","156","1544.00","486000.00","2022-06-02","2022-11-07","2022-12-01","","","","","GREENVIEW SHORES 2 OF WELLINGTON","","N","C","2022-12-01","570000.00","","2023-03-07",""
"RX-10805281","73414410260001450","1752 Harborside Circle","533000.00","1419.00","48","1955.00","549900.00","2022-06-02","2022-09-01","2022-10-04","","","","","Wellington Lakes","","N","C","2022-10-05","549900.00","2022-06-08","2022-10-04",""
"FX-10333649","73414404010430140","13590 Exotica Lane","500000.00","2478.00","161","","575000.00","2022-06-02","2022-11-14","2022-12-02","","","","","Sugar Pond Manor Wellingt","","","C","2022-12-02","650000.00","2022-06-06","2022-12-15",""
"RX-10805295","73414404010110070","860 Foresteria Avenue","665000.00","2264.00","79","2962.00","679000.00","2022-06-02","2022-08-22","2022-09-19","","","","","SUGAR POND MANOR OF WELLINGTON","","N","C","2022-09-22","689000.00","2022-06-04","2022-09-19",""
"RX-10805025","73414404010390090","13478 Jonquil Court","725000.00","2315.00","2","3008.00","725000.00","2022-06-02","2022-06-10","2022-06-24","","","","","SUGAR POND MANOR OF WELLINGTON","","N","C","2022-06-29","725000.00","2022-06-08","2022-06-24",""
"RX-10805767","73414416120000450","2690 Linkside Drive","579000.00","1554.00","63","2186.00","579900.00","2022-06-03","2022-08-05","2022-10-03","","","","","FAIRWAY COVE OF WELLINGTON","","N","C","2022-10-11","685000.00","","2022-09-21",""
"RX-10805615","73424417050003790","8029 Nevis Place","770000.00","2199.00","1","2687.00","750000.00","2022-06-03","2022-06-08","2022-07-15","","","","","VILLAGEWALK","","N","C","2022-07-15","750000.00","2022-06-07","2022-07-15",""
"RX-10805723","73414421040000420","13405 Southfields Road","9149550.00","5724.00","233","8576.00","9950000.00","2022-06-03","2023-01-22","2023-03-06","","","","","SOUTHFIELDS","","N","C","2023-03-08","11950000.00","","2023-03-06",""
"AX-11217271","73414404010550030","14121 Aster Avenue","735000.00","2227.00","11","3131.00","780000.00","2022-06-04","2022-06-15","2022-06-30","","","","","SUGAR POND MANOR OF WELLI","","","C","2022-07-02","780000.00","","2022-06-30",""
"RX-10805761","73414406030000470","15780 Cedar Grove Lane","900000.00","2664.00","95","3743.00","1033000.00","2022-06-04","2022-09-07","2022-09-30","","","","","BINKS FOREST OF THE LANDINGS AT WELLINGTON 3","","N","C","2022-10-07","1075000.00","","2022-09-30",""
"RX-10805862","73414426030001110","11455 Nautica Court","1067000.00","3280.00","9","4467.00","1067000.00","2022-06-05","2022-06-14","2022-08-01","","","","","ISLES AT WELLINGTON 2","","N","C","2022-08-01","1.00","2022-06-05","2022-08-01",""
"RX-10806217","73424407050023360","9469 Via Elegante","559988.00","2229.00","31","2905.00","559888.00","2022-06-06","2022-07-07","2022-08-08","","","","","BUENA VIDA","","N","C","2022-08-09","624900.00","","2022-08-08",""
"RX-10806610","73414403080070470","12261 Sannenwood Lane","540000.00","2076.00","7","2765.00","539900.00","2022-06-07","2022-06-14","2022-07-13","","","","","PINEWOOD EAST 2 OF WELLINGTON","","N","C","2022-07-13","539900.00","","2022-07-13",""
"RX-10806511","73414401020020320","10586 Galleria Street","690000.00","3483.00","82","4590.00","725000.00","2022-06-07","2022-08-30","2022-09-29","","","","","BLACK DIAMOND","","N","C","2022-09-30","795000.00","2022-06-09","2022-09-29",""
"RX-10806698","73414426020000070","4241 Wellington Shores Drive","830000.00","2980.00","8","3943.00","849900.00","2022-06-07","2022-06-15","2022-07-15","","","","","ORANGE GROVE EST","","N","C","2022-07-15","849900.00","","2022-07-15",""
"RX-10806653","73414426060000130","4654 Windward Cove Lane","830000.00","2821.00","24","3551.00","895000.00","2022-06-07","2022-07-01","2022-07-29","","","","","ISLES AT WELLINGTON 5","","N","C","2022-08-04","895000.00","","2022-07-28",""
"RX-10806882","73414407020030320","15140 Cedar Bluff Place","950000.00","2758.00","342","3804.00","999999.00","2022-06-07","2023-05-15","2023-06-15","","","","","MEADOW WOOD OF THE LANDINGS AT WELLINGTO","","N","C","2023-06-15","1399000.00","","2023-08-31",""
"RX-10806574","73414333010050150","13755 Greentree Trail","2250000.00","5715.00","11","7240.00","2490000.00","2022-06-07","2022-07-01","2022-10-18","","","","","PINEWOOD OF WELLINGTON","","N","C","2022-10-19","2550000.00","2022-06-08","2022-10-18",""
"RX-10806414","73414414410000010","2881 Winding Oak Lane","3950000.00","3548.00","11","5060.00","3950000.00","2022-06-07","2022-06-18","2022-09-16","","","","","WINDING OAKS","","N","C","2022-09-16","3950000.00","","2022-09-01",""
"RX-10806769","73414412090000490","1846 Oak Berry Circle","499000.00","1885.00","7","2679.00","545000.00","2022-06-08","2022-06-15","2022-07-25","","","","","WELLINGTONS EDGE PAR 76 PH 2B","","N","C","2022-07-26","545000.00","","2022-07-30",""
"RX-10806884","73414411050060200","11202 Pine Valley Drive","624000.00","1752.00","8","2566.00","620000.00","2022-06-08","2022-06-19","2022-07-18","","","","","EASTWOOD OF WELLINGTON 3","","N","C","2022-07-18","620000.00","2022-06-11","2022-07-15",""
"RX-10807023","73414331010000270","15750 Bent Creek Road","700000.00","2501.00","44","3345.00","749000.00","2022-06-08","2022-07-22","2022-08-26","","","","","BINKS FOREST OF THE LANDINGS AT WELLINGTON 3","","N","C","2022-08-27","825000.00","","2022-08-30",""
"RX-10806716","73424407030003740","9481 Worswick Court","1000000.00","3433.00","72","4391.00","1050000.00","2022-06-08","2022-08-20","2022-09-29","","","","","OLYMPIA STOTESBURY VILLAGE","","N","C","2022-10-01","1275000.00","2022-06-09","2022-09-20",""
"RX-10806671","73414426050001590","11555 Sunrise View Lane","1565000.00","4616.00","13","6055.00","1685000.00","2022-06-08","2022-06-21","2022-07-21","","","","","ISLES AT WELLINGTON 4","","N","C","2022-07-21","1685000.00","","2022-07-22",""
"RX-10806859","73414332030180230","14900 Stirrup Lane","1800000.00","6150.00","173","9554.00","2100000.00","2022-06-08","2022-11-28","2022-12-22","","","","","PADDOCK PARK 1 OF WELLINGTON","","N","C","2022-12-22","2500000.00","","2022-12-22",""
"RX-10807137","73424417020009960","3003 Shaughnessy Drive","701000.00","3035.00","58","4422.00","719000.00","2022-06-09","2022-08-14","2022-10-28","","","","","OLYMPIA 2","","N","C","2022-10-28","774900.00","2022-06-17","2022-10-28",""
"RX-10807082","73414423100000230","11223 Edgewater Circle","770000.00","2595.00","28","3394.00","809900.00","2022-06-09","2022-07-07","2022-08-22","","","","","ORANGE POINT 1","","N","C","2022-08-27","809900.00","","2022-08-31",""
"RX-10807842","73414404010710450","14174 Wellington Trace","545000.00","1620.00","17","2301.00","550000.00","2022-06-10","2022-06-27","2022-07-29","","","","","Sugar Pond Manor of Wellington","","N","C","2022-07-29","550000.00","","2022-07-29",""
"RX-10807575","73414426020001050","11145 Stone Creek Street","865000.00","3031.00","77","3814.00","875000.00","2022-06-10","2022-08-26","2022-10-07","","","","","ORANGE GROVE EST","","N","C","2022-10-07","899999.00","","2022-10-07",""
"RX-10808342","73414424050004020","10659 Versailles Boulevard","1500000.00","5787.00","97","7078.00","1549000.00","2022-06-10","2022-09-29","2022-11-10","","","","","VERSAILLES","","N","C","2022-11-10","1639000.00","2022-06-17","2022-11-10",""
"RX-10807463","73414408010420050","14984 Oatland Court","1700000.00","3106.00","85","4471.00","1850000.00","2022-06-10","2022-09-08","2022-09-26","","","","","PADDOCK PARK 2 OF WELLINGTON","","N","C","2022-09-29","1850000.00","2022-06-15","2022-09-15",""
"RX-10807642","73414331010000040","15614 Bent Creek Road","560000.00","1942.00","0","2534.00","609000.00","2022-06-11","2022-06-13","2022-07-07","","","","","BINKS FOREST OF THE LANDINGS AT WELLINGTON 3","","N","C","2022-07-07","609000.00","2022-06-13","2022-07-07",""
"RX-10807708","73424417020008680","2872 Shaughnessy Drive","870000.00","3662.00","9","4558.00","859900.00","2022-06-11","2022-06-20","2022-07-28","","","","","OLYMPIA / SHAUGHNESSY VILLAGE","","N","C","2022-07-28","859900.00","","2022-08-03",""
"RX-10807892","73414417010580050","2904 Appaloosa Trail","2850000.00","2190.00","13","5207.00","3199000.00","2022-06-11","2022-06-24","2022-07-28","","","","","SADDLE TRAIL PARK OF WELLINGTON","","N","C","2022-07-28","3199000.00","","2022-08-31",""
"RX-10807850","73414416110000490","2471 Sandstone Court","649900.00","2307.00","17","2745.00","649900.00","2022-06-12","2022-07-11","2022-08-10","","","","","STONEGATE OF WELLINGTON","","N","C","2022-08-12","649900.00","2022-06-24","2022-08-11",""
"RX-10807865","73414426050001050","4672 Sugar Beach Way","850000.00","3066.00","147","4076.00","890000.00","2022-06-12","2022-11-06","2022-12-02","","","","","ISLES AT WELLINGTON 4","","N","C","2022-12-02","1150000.00","","2022-12-05",""
"RX-10807847","73414332030160020","14817 Stirrup Lane","995000.00","2250.00","174","3000.00","999985.00","2022-06-12","2022-12-30","2023-01-09","","","","","PADDOCK PARK 1 OF WELLINGTON","","N","C","2023-01-09","1049985.00","2022-06-17","2023-01-09",""
"RX-10808600","73414415080000460","12611 Mallet Circle","1400000.00","1922.00","242","2596.00","1695000.00","2022-06-13","2023-02-10","2023-03-03","","","","","Chukker Cove","","N","C","2023-03-07","1785000.00","","2023-03-03",""
"RX-10808559","73414404010790140","1914 Wisteria Street","520000.00","1740.00","6","2440.00","520000.00","2022-06-14","2022-06-22","2022-07-14","","","","","SUGAR POND MANOR OF WELLINGTON","","N","C","2022-07-15","520000.00","2022-06-16","2022-07-22",""
"AX-11222429","73414404010050100","689 Daffodil Drive","550000.00","1736.00","63","2820.00","569000.00","2022-06-14","2022-08-16","2022-09-28","","","","","SUGAR POND MANOR OF WELLI","","","C","2022-10-03","589000.00","","2022-09-30",""
"RX-10808218","73414407040000300","1680 N Lakefield North Court N","640000.00","1944.00","4","2573.00","635000.00","2022-06-14","2022-06-18","2022-07-29","","","","","LAKEFIELD OF THE LANDINGS AT WELLINGTON 1","","N","C","2022-07-29","635000.00","","2022-07-29",""
"RX-10808853","73414423080001360","3709 Miramontes Circle","465000.00","1295.00","112","1641.00","475000.00","2022-06-15","2022-10-05","2022-11-08","","","","","Grand Isles","","N","C","2022-11-10","539000.00","","2022-11-11",""
"RX-10808776","73414411010350030","1441 Wyndcliff Drive","485000.00","1422.00","20","2165.00","504900.00","2022-06-15","2022-07-06","2022-09-21","","","","","SOUTH SHORE 2 OF WELLINGTON","","N","C","2022-09-29","534900.00","2022-06-16","2022-08-23",""
"RX-10808710","73414407090000990","15137 Newquay Court","530000.00","1721.00","4","2465.00","515000.00","2022-06-15","2022-06-19","2022-07-15","","","","","LAKEFIELD OF THE LANDINGS AT WELLINGTON 2A","","N","C","2022-07-18","515000.00","","2022-07-12",""
"RX-10808543","73414404010010150","934 Sage Avenue","500000.00","1619.00","150","2311.00","528000.00","2022-06-15","2022-11-12","2022-12-01","","","","","SUGAR POND MANOR OF WELLINGTON","","N","C","2022-12-01","582000.00","","2022-11-30",""
"RX-10808549","73414411050010280","1019 Summerwood Circle","550000.00","1751.00","2","2451.00","549500.00","2022-06-15","2022-06-17","2022-08-05","","","","","EASTWOOD OF WELLINGTON 3","","N","C","2022-08-05","549500.00","","2022-08-05",""
"RX-10808656","73414401040080400","1210 Canyon Way","725000.00","2693.00","2","3389.00","699000.00","2022-06-15","2022-06-27","2022-07-20","","","","","BLACK DIAMOND PH 2","","N","C","2022-07-20","699000.00","2022-06-16","2022-07-21",""
"RX-10808630","73424407050010550","8706 Via Brilliante","699500.00","2370.00","6","3034.00","699500.00","2022-06-15","2022-06-25","2022-07-21","","","","","Buena Vida","","N","C","2022-07-21","699500.00","2022-06-17","2022-07-21",""
"FX-10335653","73414426020000360","11085 Cobblefield Road","849899.00","3396.00","19","3986.00","849899.00","2022-06-15","2022-07-05","2022-08-05","","","","","WELLINGTON SHORES","","","C","2022-08-08","864899.00","2022-06-16","2022-08-31",""
"FX-10335244","73414334010020080","12623 Quercus Lane","875000.00","2457.00","44","3417.00","899000.00","2022-06-15","2022-07-29","2022-08-30","","","","","PINEWOOD EAST OF WELLINGT","","","C","2022-08-30","949000.00","","2022-08-29",""
"RX-10808833","73424417020013970","2743 Danforth Terrace","975000.00","3941.00","7","5185.00","1000000.00","2022-06-15","2022-06-23","2022-08-19","","","","","OLYMPIA","","N","C","2022-08-19","1000000.00","2022-06-16","2022-08-01",""
"RX-10808808","73414415100000060","2842 Hurlingham Drive","3600000.00","5748.00","156","8062.00","4450000.00","2022-06-15","2022-11-23","2023-01-10","","","","","BRIDLE PATH OF P B POLO & COUNTRY CLUB","","N","C","2023-01-11","5350000.00","2022-06-20","2022-12-29",""
"RX-10808932","73414410350000610","12138 Sunset Point Circle","505000.00","1412.00","1","1840.00","495000.00","2022-06-16","2022-06-22","2022-07-27","","","","","Montauk Harbor Repl","","N","C","2022-07-27","495000.00","2022-06-21","2022-07-27",""
"RX-10809106","73424408050001070","8241 Dominica Place","680000.00","2001.00","39","2687.00","729000.00","2022-06-16","2022-08-08","2022-08-19","","","","","VILLAGEWALK OF WELLINGTON","","N","C","2022-08-19","759000.00","2022-06-30","2022-08-19",""
"FX-10335504","73414404150000450","13439 Kingsbury Drive","750000.00","2582.00","4","3330.00","740000.00","2022-06-16","2022-06-20","2022-07-18","","","","","Barrington Woods Wellingt","","","C","2022-07-18","740000.00","","2022-07-19",""
"RX-10809519","73414410010250200","1101 Mystic Way","509400.00","1700.00","25","2382.00","540000.00","2022-06-17","2022-07-12","2022-08-26","","","","","SOUTH SHORE 1 OF WELLINGTON","","N","C","2022-08-27","540000.00","","2022-08-18",""
"RX-10809386","73424407050011310","8875 Via Prestigio W","660000.00","2364.00","11","3036.00","674900.00","2022-06-17","2022-06-28","2022-08-10","","","","","BUENA VIDA","","N","C","2022-08-10","674900.00","","2022-08-18",""
"RX-10809363","73414409020360050","2087 Portland Avenue","670000.00","2218.00","28","2984.00","699000.00","2022-06-17","2022-07-19","2022-08-19","","","","","GREENVIEW SHORES 2 OF WELLINGTON","","N","C","2022-08-20","699000.00","2022-06-21","2022-08-12",""
"RX-10809792","73414409020170100","1600 Grantham Drive","637500.00","2446.00","27","3292.00","699000.00","2022-06-17","2022-07-14","2022-10-17","","","","","GREENVIEW SHORES 2 OF WELLINGTON","","N","C","2022-10-24","775000.00","","2022-10-14",""
"RX-10809507","73414407050000830","1957 S Club Drive","1335000.00","3662.00","82","4750.00","1399999.00","2022-06-17","2022-09-09","2022-10-21","","","","","LAKEFIELD OF THE LANDINGS AT WELLINGTON 3A","","N","C","2022-11-03","1399999.00","2022-06-19","2022-10-21",""
"RX-10809757","73424407050022230","1908 Via Castello","530000.00","2364.00","65","3036.00","560000.00","2022-06-18","2022-08-22","2022-09-20","","","","","BUENA VIDA","","N","C","2022-09-22","580000.00","","2022-09-20",""
"RX-10810169","73414404080030050","309 Knotty Wood Lane","750000.00","2649.00","7","3435.00","750000.00","2022-06-18","2022-07-01","2022-08-15","","","","","PINEWOOD MANOR OF WELLINGTON","","N","C","2022-08-15","750000.00","2022-06-24","2022-08-12",""
"RX-10809820","73414407020060030","15855 Meadow Wood Drive","835000.00","3172.00","38","4103.00","869000.00","2022-06-19","2022-08-01","2022-09-23","","","","","MEADOW WOOD OF THE LANDINGS AT WELLINGTO","","N","C","2022-09-23","940000.00","2022-06-24","2022-09-27",""
"RX-10810120","73414404010330140","471 Indigo Avenue","650000.00","2214.00","2","3010.00","649000.00","2022-06-20","2022-06-24","2022-08-05","","","","","SUGAR POND MANOR OF WELLINGTON","","N","C","2022-08-11","649000.00","2022-06-22","2022-08-05",""
"RX-10810041","73414333010060140","13608 Greentree Trail","1350000.00","3403.00","1","4188.00","1350000.00","2022-06-20","2022-06-26","2022-08-08","","","","","PINEWOOD OF WELLINGTON","","N","C","2022-08-09","1350000.00","2022-06-25","2022-08-10",""
"RX-10809895","73414418010110020","2930 Piper Way","1300000.00","2860.00","37","4583.00","1395000.00","2022-06-20","2022-07-27","2022-09-13","","","","","WELLINGTON AERO CLUB OF THE LANDINGS AT WELLINGTON","","N","C","2022-09-13","1495000.00","","2022-09-15",""
"FX-10336585","00414435010002480","11533 S Manatee Terrace","1655000.00","5908.00","209","6670.00","2430000.00","2022-06-21","2023-01-16","2023-02-17","","","","","Homeland","","","C","2023-02-21","2800000.00","","2023-02-10",""
"RX-10810718","73414404010580180","1221 Primrose Lane","660000.00","2052.00","6","2832.00","650000.00","2022-06-22","2022-06-28","2022-07-22","","","","","SUGAR POND MANOR OF WELLINGTON","","N","C","2022-07-22","650000.00","","2022-07-22",""
"RX-10810761","73414407060000620","1670 Corsica Drive","664900.00","1880.00","51","2568.00","689990.00","2022-06-22","2022-08-15","2022-09-28","","","","","LAKEFIELD OF THE LANDINGS AT WELLINGTON 3B","","N","C","2022-09-30","699900.00","","2022-10-03",""
"RX-10811213","73414331050000260","15395 Whispering Willow Drive","792500.00","2950.00","3","4210.00","799900.00","2022-06-23","2022-06-27","2022-08-11","","","","","PINE TRACE AT BINKS FOREST","","N","C","2022-08-11","799900.00","2022-06-24","2022-08-11",""
"RX-10811497","73414415070000150","2602 Players Court","1000000.00","2411.00","98","3190.00","1075000.00","2022-06-23","2022-09-29","2022-11-04","","","","","EAGLES LANDING OF P B POLO AND COUNTRY CLUB","","N","C","2022-11-10","1250000.00","","2022-10-25",""
"RX-10811208","73414407020120110","15930 Voyageurs Place","1300000.00","3065.00","4","4008.00","1300000.00","2022-06-23","2022-06-28","2022-07-15","","","","","MEADOW WOOD OF THE LANDINGS AT WELLINGTO","","N","C","2022-07-15","1300000.00","2022-06-24","2022-07-15",""
"RX-10811060","73414422010000340","12459 Equine Lane","1450000.00","3474.00","63","4581.00","1490000.00","2022-06-23","2022-08-25","2022-10-21","","","","","EQUESTRIAN CLUB","","N","C","2022-10-21","1590000.00","","2022-10-20",""
"RX-10811338","73414409040001820","1604 Bayridge Place","517500.00","1678.00","21","2128.00","517500.00","2022-06-24","2022-07-28","2022-09-01","","","","","MEADOWLAND COVE 1 OF WELLINGTON","","N","C","2022-09-01","509900.00","2022-06-27","2022-08-31",""
"RX-10812470","73414426020000940","11086 Stone Creek Street","550000.00","1850.00","5","2318.00","549900.00","2022-06-24","2022-07-06","2022-08-05","","","","","ORANGE GROVE ESTATES","","N","C","2022-08-06","549900.00","2022-07-01","2022-08-05",""
"RX-10811432","73414411010280020","11706 Greenbriar Circle","580000.00","1793.00","13","2643.00","569900.00","2022-06-24","2022-07-25","2022-08-30","","","","","SOUTH SHORE","","N","C","2022-08-30","569900.00","","2022-08-25",""
"RX-10811328","73414416160000052","2980 Dovedale Court","755000.00","1921.00","20","2722.00","775000.00","2022-06-24","2022-07-26","2022-08-22","","","","","GREENVIEW SHORES 2 OF WELLINGTON","","N","C","2022-08-23","799000.00","2022-07-06","2022-08-23",""
"RX-10811565","73414409010110350","13376 Northumberland Circle","750000.00","2617.00","11","3522.00","799000.00","2022-06-24","2022-07-05","2022-08-15","","","","","GREENVIEW SHORES 1 OF WELLINGTON","","N","C","2022-08-23","799000.00","","2022-08-05",""
"FX-10337034","73414423130000330","3973 Whale Boat Way","820000.00","3014.00","2","3863.00","799999.00","2022-06-24","2022-07-08","2022-08-31","","","","","Orange Point","","","C","2022-09-07","799999.00","2022-07-06","2022-08-31",""
"RX-10811429","73414409030001130","2274 Sunderland Avenue","882500.00","2535.00","82","3706.00","985000.00","2022-06-24","2022-09-14","2022-10-13","","","","","POLO WEST ESTATES","","N","C","2022-10-18","995000.00","","2022-10-13",""
"RX-10812526","73424407050022770","9386 Via Elegante","585000.00","2364.00","37","3036.00","599900.00","2022-06-25","2022-08-01","2022-09-29","","","","","BUENA VIDA","","N","C","2022-09-29","650000.00","","2022-09-29",""
"RX-10812173","73414407040000550","1593 S Club Drive","615000.00","1807.00","19","2462.00","625000.00","2022-06-26","2022-07-15","2022-08-10","","","","","Lakefield South - LAKEFIELD OF THE LANDINGS AT WELLINGTON 1","","N","C","2022-08-10","625000.00","","2022-08-15",""
"RX-10811878","73414411010290600","11550 Whitemarsh Drive","500000.00","2204.00","3","3056.00","375000.00","2022-06-27","2022-06-30","2022-07-15","","","","","SOUTH SHORE 2 OF WELLINGTON","","N","C","2022-07-15","375000.00","","2022-07-15",""
"RX-10812210","73414404010530110","14295 Aster Avenue","549900.00","1597.00","23","2484.00","549900.00","2022-06-27","2022-07-21","2022-08-09","","","","","SUGAR POND MANOR OF WELLINGTON","","N","C","2022-08-10","599900.00","2022-06-28","2022-08-12",""
"RX-10812041","73424407030002120","2225 Balsan Way","870000.00","3662.00","16","4614.00","899000.00","2022-06-27","2022-07-13","2022-08-05","","","","","OLYMPIA","","N","C","2022-08-08","899000.00","","2022-08-11",""
"RX-10812009","73414418010080110","15570 Enstrom Road","2290000.00","4439.00","7","9965.00","2390000.00","2022-06-27","2022-07-09","2022-10-07","","","","","WELLINGTON AERO CLUB OF THE LANDINGS AT WELLINGTON","","N","C","2022-10-11","2390000.00","2022-07-02","2022-10-07",""
"RX-10812398","73424417060017870","9219 Dupont Place","565000.00","2573.00","132","3157.00","585000.00","2022-06-28","2022-11-10","2022-12-30","","","","","OLYMPIA PL 2 BLK F REPL","","N","C","2022-12-30","699000.00","2022-07-01","2022-12-30",""
"RX-10812557","73414416120000040","13286 Greenshore Place","590000.00","1454.00","17","1889.00","599900.00","2022-06-29","2022-07-22","2022-09-19","","","","","FAIRWAY COVE OF WELLINGTON","","N","C","2022-09-23","599900.00","2022-07-05","2022-09-20",""
"RX-10813344","73414404010130280","14584 Autumn Avenue","705000.00","2172.00","30","2740.00","724500.00","2022-06-29","2022-08-20","2022-09-07","","","","","SUGAR POND MANOR OF WELLINGTON","","N","C","2022-09-08","724500.00","","2022-09-07",""
"AX-11231008","73414412030000140","1923 Oak Berry Circle","540000.00","2383.00","154","2987.00","569999.00","2022-06-30","2022-12-01","2023-03-16","","","","","WELLINGTONS EDGE PAR 76 P","","","C","2023-03-17","649999.00","","2023-01-11",""
"RX-10813074","73414409020420270","2341 Seaford Drive","699900.00","2129.00","25","3019.00","699900.00","2022-06-30","2022-08-08","2022-08-19","","","","","GREENVIEW SHORES 2 OF WELLINGTON","","N","C","2022-08-19","769900.00","","2022-08-29",""
"RX-10813375","73414423070001000","3701 Old Lighthouse Circle","520000.00","1536.00","5","2245.00","499000.00","2022-07-01","2022-07-06","2022-08-04","","","","","Grand Isles","","N","C","2022-08-04","499000.00","","2022-08-04",""
"RX-10813272","73424417020012990","2640 Danforth Terrace","1125000.00","4168.00","20","5209.00","1175000.00","2022-07-01","2022-07-21","2022-08-23","","","","","OLYMPIA","","N","C","2022-08-23","1175000.00","","2022-08-23",""
"RX-10813362","73414424050002810","10778 Versailles Boulevard","1475000.00","5787.00","32","7078.00","1475000.00","2022-07-01","2022-08-02","2022-08-25","","","","","VERSAILLES","","N","C","2022-08-25","156999.00","","2022-09-07",""
"RX-10813897","73414407020050100","15995 Meadow Wood Drive","1150000.00","5222.00","141","6528.00","1295000.00","2022-07-02","2022-12-09","2022-12-30","","","","","MEADOW WOOD OF THE LANDINGS AT WELLINGTO","","N","C","2022-12-30","1299000.00","2022-07-21","2022-12-30",""
